rva,va,kind,size,name_mangled,name,source
0x0001fd80,0x1001fd80,function,237,?update@IntroGameModeState@@UAEPAVModeState@@AA_I@Z,IntroGameModeState::update,ghidra+ilk
0x0001fe70,0x1001fe70,function,227,,newPikiGame_Print,ghidra
0x0001ff60,0x1001ff60,function,110,?handleTutorialWindow@@YAXAA_IPAVController@@@Z,handleTutorialWindow,ghidra
0x0001ffd0,0x1001ffd0,function,97,?deleteTutorialWindow@@YAXXZ,deleteTutorialWindow,ghidra
0x00020040,0x10020040,function,91,??0RunningModeState@@QAE@PAVBaseGameSection@@@Z,RunningModeState::RunningModeState,ghidra+ilk
0x000200a0,0x100200a0,function,1506,?update@RunningModeState@@UAEPAVModeState@@AA_I@Z,RunningModeState::update,ghidra+ilk
0x00020690,0x10020690,function,100,?deleteMenuWindow@@YAXXZ,deleteMenuWindow,ghidra
0x00020700,0x10020700,function,304,??0DayOverModeState@@QAE@PAVBaseGameSection@@H@Z,DayOverModeState::DayOverModeState,ghidra+ilk
0x00020830,0x10020830,function,257,?postRender@DayOverModeState@@UAEXAAVGraphics@@@Z,public: virtual void __thiscall DayOverModeState::postRender(class Graphics &),ghidra+ilk
0x00020940,0x10020940,function,107,??0MessageModeState@@QAE@PAVBaseGameSection@@_N@Z,"public: __thiscall MessageModeState::MessageModeState(class BaseGameSection *, bool)",ghidra+ilk
0x000209b0,0x100209b0,function,166,?postRender@MessageModeState@@UAEXAAVGraphics@@@Z,public: virtual void __thiscall MessageModeState::postRender(class Graphics &),ghidra+ilk
0x00020a60,0x10020a60,function,72,??0QuittingGameModeState@@QAE@PAVBaseGameSection@@@Z,QuittingGameModeState::QuittingGameModeState,ghidra+ilk
0x00020ab0,0x10020ab0,function,73,?update@QuittingGameModeState@@UAEPAVModeState@@AA_I@Z,?update@QuittingGameModeState@@UAEPAVModeState@@AA_I@Z,ghidra+ilk
0x00020b00,0x10020b00,function,133,?postUpdate@QuittingGameModeState@@UAEXXZ,public: virtual void __thiscall QuittingGameModeState::postUpdate(void),ghidra+ilk
0x00020b90,0x10020b90,function,166,?postRender@IntroGameModeState@@UAEXAAVGraphics@@@Z,IntroGameModeState::postRender,ghidra+ilk
0x00020c40,0x10020c40,function,1008,?postRender@RunningModeState@@UAEXAAVGraphics@@@Z,RunningModeState::postRender,ghidra+ilk
0x00021030,0x10021030,function,862,?update@MessageModeState@@UAEPAVModeState@@AA_I@Z,MessageModeState::update,ghidra+ilk
0x0002138e,0x1002138e,data,4,,switchdataD_1002138e,ghidra
0x000213a0,0x100213a0,function,1591,?update@DayOverModeState@@UAEPAVModeState@@AA_I@Z,DayOverModeState::update,ghidra+ilk
0x000219d7,0x100219d7,data,4,,switchdataD_100219d7,ghidra
0x000219f0,0x100219f0,function,519,?makeTotalScoreWindow@DayOverModeState@@QAEXXZ,DayOverModeState::makeTotalScoreWindow,ghidra+ilk
0x00021c00,0x10021c00,function,963,?initialisePhaseOne@DayOverModeState@@QAEPAVModeState@@XZ,DayOverModeState::initialisePhaseOne,ghidra+ilk
0x00021fd0,0x10021fd0,function,1074,?initialisePhaseTwo@DayOverModeState@@QAEPAVModeState@@XZ,DayOverModeState::initialisePhaseTwo,ghidra+ilk
0x00022410,0x10022410,function,128,,newPikiGame_Error,ghidra
0x00022490,0x10022490,function,604,?initialisePhaseThree@DayOverModeState@@QAEPAVModeState@@XZ,DayOverModeState::initialisePhaseThree,ghidra+ilk
0x000226f0,0x100226f0,function,398,?initialisePhaseFour@DayOverModeState@@QAEPAVModeState@@XZ,DayOverModeState::initialisePhaseFour,ghidra+ilk
0x00022880,0x10022880,function,208,?parseMessages@GameMovieInterface@@UAEXXZ,GameMovieInterface::parseMessages,ghidra+ilk
0x00022950,0x10022950,function,1162,?parse@GameMovieInterface@@UAEXAAVSimpleMessage@1@@Z,GameMovieInterface::parseSIMPLE,ghidra+ilk
0x00022dda,0x10022dda,data,4,,switchdataD_10022dda,ghidra
0x00022e30,0x10022e30,function,432,,createMenuWindow,ghidra
0x00022fe0,0x10022fe0,function,503,,createTutorialWindow,ghidra
0x000231e0,0x100231e0,function,107,?parse@GameMovieInterface@@UAEXAAVComplexMessage@1@@Z,GameMovieInterface::parseCOMPLEX,ghidra+ilk
0x00023250,0x10023250,function,423,??0NewPikiGameSection@@QAE@XZ,NewPikiGameSection::NewPikiGameSection,ghidra+ilk
0x00023400,0x10023400,function,4694,??0NewPikiGameSetupSection@@QAE@XZ,NewPikiGameSetupSection::NewPikiGameSetupSection,ghidra+ilk
0x00024660,0x10024660,function,123,??0GameMovieInterface@@QAE@PAVNewPikiGameSetupSection@@@Z,GameMovieInterface::GameMovieInterface,ghidra+ilk
0x000246e0,0x100246e0,function,114,?message@GameMovieInterface@@UAEXHH@Z,"public: virtual void __thiscall GameMovieInterface::message(int, int)",ghidra+ilk
0x00024760,0x10024760,function,453,?movie@GameMovieInterface@@UAEXHHPAVCreature@@PAVVector3f@@1_I_N@Z,?movie@GameMovieInterface@@UAEXHHPAVCreature@@PAVVector3f@@1_I_N@Z,ghidra+ilk
0x00024930,0x10024930,function,91,??0ComplexMessage@GameMovieInterface@@QAE@XZ,public: __thiscall GameMovieInterface::ComplexMessage::ComplexMessage(void),ghidra+ilk
0x00024990,0x10024990,function,84,??0IntroGameModeState@@QAE@PAVBaseGameSection@@@Z,IntroGameModeState::IntroGameModeState,ghidra+ilk
0x000249f0,0x100249f0,function,211,?menuQuitGame@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuQuitGame,ghidra+ilk
0x00024ad0,0x10024ad0,function,211,?menuChangeCourse@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuChangeCourse,ghidra+ilk
0x00024bb0,0x10024bb0,function,88,?menuDayEnd@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuDayEnd,ghidra+ilk
0x00024c10,0x10024c10,function,99,?openMenu@NewPikiGameSetupSection@@UAEXXZ,NewPikiGameSetupSection::openMenu,ghidra+ilk
0x00024c80,0x10024c80,function,608,?init2Ddata@NewPikiGameSetupSection@@QAEXXZ,NewPikiGameSetupSection::init2Ddata,ghidra+ilk
0x00024ee0,0x10024ee0,function,190,?menuIncreaseFrame@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuDecreaseFrame,ghidra+ilk
0x00024fa0,0x10024fa0,function,190,?menuDecreaseFrame@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuIncreaseFrame,ghidra+ilk
0x00025060,0x10025060,function,222,?menuIncreaseMovie@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuIncreaseMovie,ghidra+ilk
0x00025140,0x10025140,function,222,?menuDecreaseMovie@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuDecreaseMovie,ghidra+ilk
0x00025220,0x10025220,function,122,?menuPlayMovie@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuPlayMovie,ghidra+ilk
0x000252a0,0x100252a0,function,145,?menuPauseMovie@NewPikiGameSetupSection@@QAEXAAVMenu@@@Z,NewPikiGameSetupSection::menuPauseMovie,ghidra+ilk
0x00025340,0x10025340,function,677,?createMapObjects@NewPikiGameSetupSection@@QAEXPAVMapMgr@@@Z,NewPikiGameSetupSection::createMapObjects,ghidra+ilk
0x000255f0,0x100255f0,function,405,?update@NewPikiGameSetupSection@@UAEXXZ,NewPikiGameSetupSection::update,ghidra+ilk
0x00025790,0x10025790,function,2335,?draw@NewPikiGameSetupSection@@UAEXAAVGraphics@@@Z,NewPikiGameSetupSection::draw,ghidra+ilk
0x000260b0,0x100260b0,function,66,?preRender@NewPikiGameSetupSection@@QAEXAAVGraphics@@@Z,NewPikiGameSetupSection::preRender,ghidra+ilk
0x00026100,0x10026100,function,641,?mainRender@NewPikiGameSetupSection@@QAEXAAVGraphics@@@Z,NewPikiGameSetupSection::mainRender,ghidra+ilk
0x00026390,0x10026390,function,529,?postRender@NewPikiGameSetupSection@@QAEXAAVGraphics@@@Z,NewPikiGameSetupSection::postRender,ghidra+ilk
0x000265b0,0x100265b0,function,165,?genAge@NewPikiGameSetupSection@@UAEXAAVAgeServer@@@Z,public: virtual void __thiscall NewPikiGameSetupSection::genAge(class AgeServer &),ghidra+ilk
0x00026660,0x10026660,function,86,??0?$Delegate1@VNewPikiGameSetupSection@@AAVMenu@@@@QAE@PAVNewPikiGameSetupSection@@P81@AEXAAVMenu@@@Z@Z,Delegate1::Delegate1ForNPGSS,ghidra+ilk
0x000266c0,0x100266c0,function,73,?invoke@?$Delegate1@VNewPikiGameSetupSection@@AAVMenu@@@@UAEXAAVMenu@@@Z,"public: virtual void __thiscall Delegate1<class NewPikiGameSetupSection, class Menu &>::invoke(class Menu &)",ghidra+ilk
0x00026710,0x10026710,function,49,??0CardQuickInfo@@QAE@XZ,CardQuickInfo::CardQuickInfo,ghidra+ilk
0x00026750,0x10026750,function,117,?setGameCamInfo@MoviePlayer@@QAEX_NMAAVVector3f@@1@Z,MoviePlayer::setGameCamInfo,ghidra+ilk
0x000267d0,0x100267d0,function,59,??0ModeState@@QAE@PAVBaseGameSection@@@Z,ModeState::ModeState,ghidra+ilk
0x00026810,0x10026810,function,50,?update@ModeState@@UAEPAV1@AA_I@Z,?update@ModeState@@UAEPAV1@AA_I@Z,ghidra+ilk
0x00026850,0x10026850,function,38,?postRender@ModeState@@UAEXAAVGraphics@@@Z,public: virtual void __thiscall ModeState::postRender(class Graphics &),ghidra+ilk
0x00026880,0x10026880,function,36,?postUpdate@ModeState@@UAEXXZ,public: virtual void __thiscall ModeState::postUpdate(void),ghidra+ilk
0x000268b0,0x100268b0,function,36,?openMenu@BaseGameSection@@UAEXXZ,public: virtual void __thiscall BaseGameSection::openMenu(void),ghidra+ilk
0x000268e0,0x100268e0,function,36,?init@NewPikiGameSection@@UAEXXZ,public: virtual void __thiscall NewPikiGameSection::init(void),ghidra+ilk
0x00026910,0x10026910,function,106,??0LifeGaugeMgr@@QAE@H@Z,LifeGaugeMgr::LifeGaugeMgr,ghidra+ilk
0x00026980,0x10026980,function,112,??0GaugeInfo@@QAE@XZ,GaugeInfo::GaugeInfo,ghidra+ilk
0x000269f0,0x100269f0,function,48,?getFov@NCamera@@QAEMXZ,NCamera::getFov,ghidra+ilk
0x00026a20,0x10026a20,function,42,?getViewpoint@NCamera@@QAEAAVNVector3f@@XZ,NCamera::getViewpoint,ghidra+ilk
0x00026a50,0x10026a50,function,42,?getWatchpoint@NCamera@@QAEAAVNVector3f@@XZ,NCamera::getWatchpoint,ghidra+ilk
0x00026a80,0x10026a80,function,45,?getLastPikmins@PlayerState@@QAEHXZ,PlayerState::getLastPikmins,ghidra+ilk
0x00026ab0,0x10026ab0,function,53,??BColCounter@GameStat@@QAEHXZ,ColCounter::operatorInt,ghidra+ilk
0x00026af0,0x10026af0,function,47,??AColCounter@GameStat@@QAEHH@Z,GameStat_ColCounter::operatorBracket,ghidra+ilk
0x00026b20,0x10026b20,function,39,??0TotalScoreRecord@zen@@QAE@XZ,zen_TotalScoreRecord::zen_TotalScoreRecord,ghidra+ilk
0x00026b50,0x10026b50,function,320,??0IntroGameSection@@QAE@XZ,IntroGameSection::IntroGameSection,ghidra+ilk
0x00026c90,0x10026c90,function,698,??0IntroGameSetupSection@@QAE@XZ,IntroGameSetupSection::IntroGameSetupSection,ghidra+ilk
0x00026f50,0x10026f50,function,84,??0IntroModeState@@QAE@PAVBaseGameSection@@@Z,IntroModeState::IntroModeState,ghidra+ilk
0x00026fb0,0x10026fb0,function,193,?update@IntroModeState@@UAEPAVModeState@@AA_I@Z,?update@IntroModeState@@UAEPAVModeState@@AA_I@Z,ghidra+ilk
0x00027080,0x10027080,function,227,,introGame_Print,ghidra
0x00027170,0x10027170,function,72,??0QuittingModeState@@QAE@PAVBaseGameSection@@@Z,public: __thiscall QuittingModeState::QuittingModeState(class BaseGameSection *),ghidra+ilk
0x000271c0,0x100271c0,function,73,?update@QuittingModeState@@UAEPAVModeState@@AA_I@Z,?update@QuittingModeState@@UAEPAVModeState@@AA_I@Z,ghidra+ilk
0x00027210,0x10027210,function,118,?postUpdate@QuittingModeState@@UAEXXZ,public: virtual void __thiscall QuittingModeState::postUpdate(void),ghidra+ilk
0x00027290,0x10027290,function,38,?postRender@IntroModeState@@UAEXAAVGraphics@@@Z,public: virtual void __thiscall IntroModeState::postRender(class Graphics &),ghidra+ilk
0x000272c0,0x100272c0,function,72,?update@IntroGameSetupSection@@UAEXXZ,public: virtual void __thiscall IntroGameSetupSection::update(void),ghidra+ilk
0x00027310,0x10027310,function,1376,?draw@IntroGameSetupSection@@UAEXAAVGraphics@@@Z,IntroGameSetupSection::draw,ghidra+ilk
0x00027870,0x10027870,function,511,?mainRender@IntroGameSetupSection@@QAEXAAVGraphics@@@Z,IntroGameSetupSection::mainRender,ghidra+ilk
0x00027a70,0x10027a70,function,529,?postRender@IntroGameSetupSection@@QAEXAAVGraphics@@@Z,IntroGameSetupSection::postRender,ghidra+ilk
0x00027c90,0x10027c90,function,36,?init@IntroGameSection@@UAEXXZ,public: virtual void __thiscall IntroGameSection::init(void),ghidra+ilk
0x00027cc0,0x10027cc0,function,46,?cullingOff@EffectMgr@@QAEXXZ,EffectMgr::cullingOff,ghidra+ilk
0x00027cf0,0x10027cf0,function,453,??0MapSelectSection@@QAE@XZ,MapSelectSection::MapSelectSection,ghidra+ilk
0x00027ec0,0x10027ec0,function,997,??0MapSelectSetupSection@@QAE@XZ,MapSelectSetupSection::MapSelectSetupSection,ghidra+ilk
0x000282b0,0x100282b0,function,227,,MapSelect_Print,ghidra
0x000283a0,0x100283a0,function,121,?openAllMaps@MapSelectSetupSection@@QAEXAAVMenu@@@Z,MapSelectSetupSection::openAllMaps,ghidra+ilk
0x00028420,0x10028420,function,121,?openAllChMaps@MapSelectSetupSection@@QAEXAAVMenu@@@Z,MapSelectSetupSection::openAllChMaps,ghidra+ilk
0x000284a0,0x100284a0,function,658,?makeMapsMenu@MapSelectSetupSection@@QAEXXZ,MapSelectSetupSection::makeMapsMenu,ghidra+ilk
0x00028740,0x10028740,function,168,?menuSelectOption@MapSelectSetupSection@@QAEXAAVMenu@@@Z,MapSelectSetupSection::menuSelectOption,ghidra+ilk
0x000287f0,0x100287f0,function,165,?enterCourse@MapSelectSetupSection@@QAEXPAVStageInfo@@@Z,MapSelectSetupSection::enterCourse,ghidra+ilk
0x000288a0,0x100288a0,function,972,?update@MapSelectSetupSection@@UAEXXZ,MapSelectSetupSection::update,ghidra+ilk
0x00028c70,0x10028c70,function,708,?draw@MapSelectSetupSection@@UAEXAAVGraphics@@@Z,public: virtual void __thiscall MapSelectSetupSection::draw(class Graphics &),ghidra+ilk
0x00028f40,0x10028f40,function,38,?genAge@MapSelectSetupSection@@UAEXAAVAgeServer@@@Z,public: virtual void __thiscall MapSelectSetupSection::genAge(class AgeServer &),ghidra+ilk
0x00028f70,0x10028f70,function,86,??0?$Delegate1@VMapSelectSetupSection@@AAVMenu@@@@QAE@PAVMapSelectSetupSection@@P81@AEXAAVMenu@@@Z@Z,"public: __thiscall Delegate1<class MapSelectSetupSection, class Menu &>::Delegate1<class MapSelectSetupSection, class Menu &>(class MapSelectSetupSection *, void (__thiscall MapSelectSetupSection::*)(class Menu &))",ghidra+ilk
0x00028fd0,0x10028fd0,function,73,?invoke@?$Delegate1@VMapSelectSetupSection@@AAVMenu@@@@UAEXAAVMenu@@@Z,"public: virtual void __thiscall Delegate1<class MapSelectSetupSection, class Menu &>::invoke(class Menu &)",ghidra+ilk
0x00029020,0x10029020,function,74,?openStage@GamePrefs@@QAEXH@Z,GamePrefs::openStage,ghidra+ilk
0x00029070,0x10029070,function,82,?isStageOpen@GamePrefs@@QAE_NH@Z,GamePrefs::isStageOpen,ghidra+ilk
0x000290d0,0x100290d0,function,80,?isStageOpen@PlayState@@QAE_NH@Z,PlayState::isStageOpen,ghidra+ilk
0x00029120,0x10029120,function,36,?init@MapSelectSection@@UAEXXZ,public: virtual void __thiscall MapSelectSection::init(void),ghidra+ilk
0x00029150,0x10029150,function,42,?getReturnStatusFlag@DrawWorldMap@zen@@QAE?AW4returnStatusFlag@12@XZ,zen::DrawWorldMap::getReturnStatusFlag,ghidra+ilk
0x00029180,0x10029180,function,395,??0CardSelectSection@@QAE@XZ,CardSelectSection::CardSelectSection,ghidra+ilk
0x00029310,0x10029310,function,287,??0CardSelectSetupSection@@QAE@XZ,public: __thiscall CardSelectSetupSection::CardSelectSetupSection(void),ghidra+ilk
0x00029430,0x10029430,function,489,?update@CardSelectSetupSection@@UAEXXZ,public: virtual void __thiscall CardSelectSetupSection::update(void),ghidra+ilk
0x00029620,0x10029620,function,227,,CardSelect_Print,ghidra
0x00029710,0x10029710,function,734,?draw@CardSelectSetupSection@@UAEXAAVGraphics@@@Z,CardSelectSetupSection::draw,ghidra+ilk
0x000299f0,0x100299f0,function,97,?Initialise@PlayState@@QAEXXZ,PlayState::reset,ghidra+ilk
0x00029a60,0x10029a60,function,36,?init@CardSelectSection@@UAEXXZ,public: virtual void __thiscall CardSelectSection::init(void),ghidra+ilk
0x00029a90,0x10029a90,function,263,?preCacheShapes@GameSetupSection@@QAEXXZ,GameSetupSection::preCacheShapes,ghidra+ilk
0x00029ba0,0x10029ba0,function,651,??0GameSetupSection@@QAE@XZ,GameSetupSection::GameSetupSection,ghidra+ilk
0x00029e30,0x10029e30,function,91,?update@GameSetupSection@@UAEXXZ,public: virtual void __thiscall GameSetupSection::update(void),ghidra+ilk
0x00029e90,0x10029e90,function,227,,GameSetup_Print,ghidra
0x00029f80,0x10029f80,function,36,?init@GameSetupSection@@UAEXXZ,public: virtual void __thiscall GameSetupSection::init(void),ghidra+ilk
0x00029fb0,0x10029fb0,function,74,?ageDelLastKey@AnimKey@@QAEXAAVAgeServer@@@Z,public: void __thiscall AnimKey::ageDelLastKey(class AgeServer &),ghidra+ilk
0x0002a000,0x1002a000,function,189,?initAnimData@AnimInfo@@QAEXPAVAnimData@@@Z,public: void __thiscall AnimInfo::initAnimData(class AnimData *),ghidra+ilk
0x0002a0c0,0x1002a0c0,function,263,?checkAnimData@AnimInfo@@QAEXXZ,AnimInfo::checkAnimData,ghidra+ilk
0x0002a1d0,0x1002a1d0,function,512,??0AnimInfo@@QAE@PAVAnimMgr@@PAVAnimData@@@Z,"public: __thiscall AnimInfo::AnimInfo(class AnimMgr *, class AnimData *)",ghidra+ilk
0x0002a3d0,0x1002a3d0,function,112,?setIndex@AnimInfo@@QAEXXZ,AnimInfo::setIndex,ghidra+ilk
0x0002a440,0x1002a440,function,71,?setAnimFlags@AnimInfo@@QAEX_I@Z,AnimInfo::setAnimFlags,ghidra+ilk
0x0002a490,0x1002a490,function,88,?countAKeys@AnimInfo@@QAEHXZ,AnimInfo::countAKeys,ghidra+ilk
0x0002a4f0,0x1002a4f0,function,91,?countIKeys@AnimInfo@@QAEHXZ,public: int __thiscall AnimInfo::countIKeys(void),ghidra+ilk
0x0002a550,0x1002a550,function,88,?countEKeys@AnimInfo@@QAEHXZ,AnimInfo::countEKeys,ghidra+ilk
0x0002a5b0,0x1002a5b0,function,105,?getInfoKey@AnimInfo@@QAEPAVAnimKey@@H@Z,public: class AnimKey * __thiscall AnimInfo::getInfoKey(int),ghidra+ilk
0x0002a620,0x1002a620,function,102,?getEventKey@AnimInfo@@QAEPAVAnimKey@@H@Z,AnimInfo::getEventKey,ghidra+ilk
0x0002a690,0x1002a690,function,104,?getKeyValue@AnimInfo@@QAEHH@Z,AnimInfo::getKeyValue,ghidra+ilk
0x0002a700,0x1002a700,function,1146,?doread@AnimInfo@@QAEXAAVRandomAccessStream@@H@Z,"public: void __thiscall AnimInfo::doread(class RandomAccessStream &, int)",ghidra+ilk
0x0002ab80,0x1002ab80,function,71,?updateAnimFlags@AnimInfo@@QAEXXZ,AnimInfo::updateAnimFlags,ghidra+ilk
0x0002abd0,0x1002abd0,function,180,?addKeyFrame@AnimInfo@@QAEPAVAnimKey@@XZ,AnimInfo::addKeyFrame,ghidra+ilk
0x0002ac90,0x1002ac90,function,74,?ageAddKey@AnimInfo@@QAEXAAVAgeServer@@@Z,public: void __thiscall AnimInfo::ageAddKey(class AgeServer &),ghidra+ilk
0x0002ace0,0x1002ace0,function,196,?ageAddInfoKey@AnimInfo@@QAEXAAVAgeServer@@@Z,public: void __thiscall AnimInfo::ageAddInfoKey(class AgeServer &),ghidra+ilk
0x0002adb0,0x1002adb0,function,197,?ageAddEffectKey@AnimInfo@@QAEXAAVAgeServer@@@Z,public: void __thiscall AnimInfo::ageAddEffectKey(class AgeServer &),ghidra+ilk
0x0002ae80,0x1002ae80,function,185,?ageChangeAnim@AnimInfo@@QAEXAAVAgeServer@@@Z,public: void __thiscall AnimInfo::ageChangeAnim(class AgeServer &),ghidra+ilk
0x0002af40,0x1002af40,function,84,?ageDelAnim@AnimInfo@@QAEXAAVAgeServer@@@Z,public: void __thiscall AnimInfo::ageDelAnim(class AgeServer &),ghidra+ilk
0x0002afa0,0x1002afa0,function,2670,?genAge@AnimInfo@@UAEXAAVAgeServer@@@Z,public: virtual void __thiscall AnimInfo::genAge(class AgeServer &),ghidra+ilk
0x0002ba10,0x1002ba10,function,543,?write@AnimInfo@@UAEXAAVRandomAccessStream@@@Z,public: virtual void __thiscall AnimInfo::write(class RandomAccessStream &),ghidra+ilk
0x0002bc30,0x1002bc30,function,196,??0AnimMgr@@QAE@PAVShape@@PADH1@Z,AnimMgr::AnimMgr,ghidra+ilk
0x0002bd00,0x1002bd00,function,860,?loadAnims@AnimMgr@@QAEXPAD0@Z,AnimMgr::loadAnims,ghidra+ilk
0x0002c060,0x1002c060,function,227,,AnimMgr_Print,ghidra
0x0002c150,0x1002c150,function,218,?addAnimation@AnimMgr@@QAEPAVAnimInfo@@PAD_N@Z,AnimMgr::addAnimation,ghidra+ilk
0x0002c230,0x1002c230,function,237,?findAnim@AnimMgr@@QAEPAVAnimInfo@@H@Z,AnimMgr::findAnim,ghidra+ilk
0x0002c320,0x1002c320,function,86,?countAnims@AnimMgr@@QAEHXZ,AnimMgr::countAnims,ghidra+ilk
0x0002c380,0x1002c380,function,316,?read@AnimMgr@@UAEXAAVRandomAccessStream@@@Z,public: virtual void __thiscall AnimMgr::read(class RandomAccessStream &),ghidra+ilk
0x0002c4c0,0x1002c4c0,function,160,?importAnimationButton@AnimMgr@@QAEXAAVAgeServer@@@Z,public: void __thiscall AnimMgr::importAnimationButton(class AgeServer &),ghidra+ilk
0x0002c560,0x1002c560,function,820,?genAge@AnimMgr@@UAEXAAVAgeServer@@@Z,public: virtual void __thiscall AnimMgr::genAge(class AgeServer &),ghidra+ilk
0x0002c8a0,0x1002c8a0,function,169,?write@AnimMgr@@UAEXAAVRandomAccessStream@@@Z,public: virtual void __thiscall AnimMgr::write(class RandomAccessStream &),ghidra+ilk
0x0002c950,0x1002c950,function,353,?startAnim@Animator@@QAEXHHHH@Z,Animator::startAnim,ghidra+ilk
0x0002cac0,0x1002cac0,function,128,,animMgr_Error,ghidra
0x0002cb40,0x1002cb40,function,36,?finishLoop@Animator@@UAEXXZ,public: virtual void __thiscall Animator::finishLoop(void),ghidra+ilk
0x0002cb70,0x1002cb70,function,82,?finishOneShot@Animator@@UAEXXZ,public: virtual void __thiscall Animator::finishOneShot(void),ghidra+ilk
0x0002cbd0,0x1002cbd0,function,135,?updateContext@Animator@@QAEXXZ,Animator::updateContext,ghidra+ilk
0x0002cc60,0x1002cc60,function,605,?animate@Animator@@UAEXM@Z,Animator::animate,ghidra+ilk
0x0002cec0,0x1002cec0,function,42,??R?$Parm@H@@QAEAAHXZ,Parm<int>::operator(),ghidra+ilk
0x0002cef0,0x1002cef0,function,47,??R?$Parm@H@@QAEXH@Z,Parm<int>::setValue,ghidra+ilk
0x0002cf20,0x1002cf20,function,42,??R?$Parm@VString@@@@QAEAAVString@@XZ,Parm<String>::operator(),ghidra+ilk
0x0002cf50,0x1002cf50,function,86,??0?$Delegate1@VAnimInfo@@AAVAgeServer@@@@QAE@PAVAnimInfo@@P81@AEXAAVAgeServer@@@Z@Z,"public: __thiscall Delegate1<class AnimInfo, class AgeServer &>::Delegate1<class AnimInfo, class AgeServer &>(class AnimInfo *, void (__thiscall AnimInfo::*)(class AgeServer &))",ghidra+ilk
0x0002cfb0,0x1002cfb0,function,73,?invoke@?$Delegate1@VAnimInfo@@AAVAgeServer@@@@UAEXAAVAgeServer@@@Z,"public: virtual void __thiscall Delegate1<class AnimInfo, class AgeServer &>::invoke(class AgeServer &)",ghidra+ilk
0x0002d000,0x1002d000,function,86,??0?$Delegate@VAnimInfo@@@@QAE@PAVAnimInfo@@P81@AEXXZ@Z,"public: __thiscall Delegate<class AnimInfo>::Delegate<class AnimInfo>(class AnimInfo *, void (__thiscall AnimInfo::*)(void))",ghidra+ilk
0x0002d060,0x1002d060,function,67,?invoke@?$Delegate@VAnimInfo@@@@UAEXXZ,public: virtual void __thiscall Delegate<class AnimInfo>::invoke(void),ghidra+ilk
0x0002d0b0,0x1002d0b0,function,86,??0?$Delegate1@VAnimMgr@@AAVAgeServer@@@@QAE@PAVAnimMgr@@P81@AEXAAVAgeServer@@@Z@Z,"public: __thiscall Delegate1<class AnimMgr, class AgeServer &>::Delegate1<class AnimMgr, class AgeServer &>(class AnimMgr *, void (__thiscall AnimMgr::*)(class AgeServer &))",ghidra+ilk
0x0002d110,0x1002d110,function,73,?invoke@?$Delegate1@VAnimMgr@@AAVAgeServer@@@@UAEXAAVAgeServer@@@Z,"public: virtual void __thiscall Delegate1<class AnimMgr, class AgeServer &>::invoke(class AgeServer &)",ghidra+ilk
0x0002d160,0x1002d160,function,48,??0IDelegate@@QAE@XZ,public: __thiscall IDelegate::IDelegate(void),ghidra+ilk
0x0002d190,0x1002d190,function,16,??_9@$BA@AE,"[thunk]: __thiscall `vcall'{0, {flat}}",ilk
0x0002d1a0,0x1002d1a0,function,66,?remove@AnimKey@@QAEXXZ,public: void __thiscall AnimKey::remove(void),ghidra+ilk
0x0002d1f0,0x1002d1f0,function,149,??0Parms@AnimInfo@@QAE@XZ,AnimInfo_Parms::AnimInfo_Parms,ghidra+ilk
0x0002d290,0x1002d290,function,151,??0AnimInfo@@QAE@XZ,public: __thiscall AnimInfo::AnimInfo(void),ghidra+ilk
0x0002d330,0x1002d330,function,218,??0Parms@AnimMgr@@QAE@XZ,AnimMgr_Parms::AnimMgr_Parms,ghidra+ilk
0x0002d410,0x1002d410,function,980,?createDupCollData@DynCollShape@@QAEXXZ,DynCollShape::createDupCollData,ghidra+ilk
0x0002d7f0,0x1002d7f0,function,559,?drawAtari@DynCollShape@@QAEXAAVGraphics@@@Z,DynCollShape::drawAtari,ghidra+ilk
0x0002da20,0x1002da20,function,942,?updatePos@DynCollShape@@QAEXXZ,DynCollShape::updatePos,ghidra+ilk
0x0002ddd0,0x1002ddd0,function,115,?jointVisible@DynCollShape@@UAEXHH@Z,DynCollShape::jointVisible,ghidra+ilk
0x0002de50,0x1002de50,function,213,?adjust@DynCollShape@@UAEXPAVCreature@@@Z,DynCollShape::adjust,ghidra+ilk
0x0002df30,0x1002df30,function,126,?update@DynCollShape@@UAEXXZ,DynCollShape::update,ghidra+ilk
0x0002dfb0,0x1002dfb0,function,106,?updateContext@DynCollShape@@QAEXXZ,DynCollShape::updateContext,ghidra+ilk
0x0002e020,0x1002e020,function,93,?refresh@DynCollShape@@UAEXAAVGraphics@@@Z,DynCollShape::refresh,ghidra+ilk
